epoch,step,train_loss
0,49,6.6859822273254395
0,99,6.6125569343566895
0,149,6.565234184265137
0,199,6.519828796386719
0,249,6.524027347564697
0,299,6.616905212402344
0,349,6.536028861999512
0,399,6.551158905029297
0,449,6.539289951324463
0,499,6.490706443786621
0,549,6.483447074890137
0,599,6.5255045890808105
0,649,6.66171932220459
0,699,6.4466233253479
0,749,6.654346942901611
0,799,6.559211730957031
0,849,6.449158191680908
0,899,6.4847540855407715
0,949,6.499600410461426
0,999,6.426209449768066
0,1049,6.488755226135254
0,1099,6.470628261566162
0,1149,6.483667373657227
0,1199,6.396389484405518
0,1249,6.453459739685059
0,1299,6.482387065887451
0,1349,6.570123195648193
0,1399,6.445171356201172
0,1449,6.636100769042969
0,1499,6.4411163330078125
0,1549,6.517858982086182
0,1599,6.519598484039307
0,1649,6.580045700073242
0,1699,6.649034023284912
0,1749,6.479922771453857
0,1799,6.42277717590332
0,1849,6.4532036781311035
0,1899,6.492711544036865
0,1949,6.641176700592041
0,1999,6.44645881652832
0,2049,6.416501998901367
0,2099,6.348519325256348
0,2149,6.606075286865234
0,2199,6.464710712432861
0,2249,6.585933685302734
0,2299,6.439533233642578
0,2349,6.586653232574463
0,2399,6.563844680786133
0,2449,6.4235053062438965
0,2499,6.357619285583496
0,2549,6.601348876953125
0,2599,6.442948818206787
0,2649,6.438051223754883
0,2699,6.503748893737793
0,2749,6.430163860321045
0,2799,6.432552814483643
0,2849,6.490609169006348
0,2899,6.51366662979126
